Area de Abrangencia,Semana Epidemiologica,Data da Instalacao,Data da Coleta,Status
C.S.BOM JESUS,1,04/01/2017,11/01/2017,POSITIVO
C.S.BOM JESUS,1,04/01/2017,11/01/2017,NEGATIVO
C.S.BOM JESUS,1,04/01/2017,11/01/2017,POSITIVO
C.S.BOM JESUS,1,04/01/2017,11/01/2017,POSITIVO
C.S.BOM JESUS,1,04/01/2017,11/01/2017,POSITIVO
C.S.BOM JESUS,1,04/01/2017,11/01/2017,POSITIVO
C.S.JOAO PINHEIRO,1,04/01/2017,11/01/2017,POSITIVO
C.S.JOAO PINHEIRO,1,04/01/2017,11/01/2017,POSITIVO
C.S.JOAO PINHEIRO,1,04/01/2017,11/01/2017,NEGATIVO
C.S.JOAO PINHEIRO,1,04/01/2017,11/01/2017,POSITIVO
C.S.JOAO PINHEIRO,1,04/01/2017,11/01/2017,NEGATIVO
C.S.JOAO PINHEIRO,1,04/01/2017,11/01/2017,POSITIVO
C.S.JOAO PINHEIRO,1,04/01/2017,11/01/2017,POSITIVO
C.S.JOAO PINHEIRO,1,04/01/2017,11/01/2017,POSITIVO
C.S.JOAO PINHEIRO,1,04/01/2017,11/01/2017,POSITIVO
C.S.JOAO PINHEIRO,1,04/01/2017,11/01/2017,NEGATIVO
C.S.JOAO PINHEIRO,1,04/01/2017,11/01/2017,POSITIVO
C.S.PEDREIRA PRADO LOPES,1,04/01/2017,11/01/2017,POSITIVO
C.S.PEDREIRA PRADO LOPES,1,04/01/2017,11/01/2017,NEGATIVO
C.S.PEDREIRA PRADO LOPES,1,04/01/2017,11/01/2017,NEGATIVO
C.S.PEDREIRA PRADO LOPES,1,04/01/2017,11/01/2017,POSITIVO
C.S.SAO CRISTOVAO,1,04/01/2017,11/01/2017,POSITIVO
C.S.SAO CRISTOVAO,1,04/01/2017,11/01/2017,POSITIVO
C.S.SAO CRISTOVAO,1,04/01/2017,11/01/2017,POSITIVO
C.S.SAO CRISTOVAO,1,04/01/2017,11/01/2017,NEGATIVO
C.S.SAO CRISTOVAO,1,04/01/2017,11/01/2017,POSITIVO
C.S.SAO CRISTOVAO,1,04/01/2017,11/01/2017,POSITIVO
C.S.SAO CRISTOVAO,1,04/01/2017,11/01/2017,NEGATIVO
C.S.SAO CRISTOVAO,1,04/01/2017,11/01/2017,POSITIVO
C.S.SAO CRISTOVAO,1,04/01/2017,11/01/2017,POSITIVO
C.S.SAO CRISTOVAO,1,04/01/2017,11/01/2017,POSITIVO
C.S.SAO CRISTOVAO,1,04/01/2017,11/01/2017,POSITIVO
C.S.PEDREIRA PRADO LOPES,1,04/01/2017,11/01/2017,NEGATIVO
C.S.ITAMARATI 1,1,04/01/2017,11/01/2017,NEGATIVO
C.S.CONFISCO,1,04/01/2017,11/01/2017,POSITIVO
C.S.TREVO,1,04/01/2017,11/01/2017,POSITIVO
C.S.TREVO,1,04/01/2017,11/01/2017,POSITIVO
C.S.TREVO,1,04/01/2017,11/01/2017,POSITIVO
C.S.TREVO,1,04/01/2017,11/01/2017,NEGATIVO
C.S.TREVO,1,04/01/2017,11/01/2017,NEGATIVO
C.S.TREVO,1,04/01/2017,11/01/2017,POSITIVO
C.S.TREVO,1,04/01/2017,11/01/2017,NEGATIVO
C.S.TREVO,1,04/01/2017,11/01/2017,POSITIVO
C.S.TREVO,1,04/01/2017,11/01/2017,NEGATIVO
C.S.TREVO,1,04/01/2017,11/01/2017,POSITIVO
C.S.TREVO,1,04/01/2017,11/01/2017,POSITIVO
C.S.TREVO,1,04/01/2017,11/01/2017,NEGATIVO
C.S.TREVO,1,04/01/2017,11/01/2017,NEGATIVO
C.S.TREVO,1,04/01/2017,11/01/2017,POSITIVO
C.S.TREVO,1,04/01/2017,11/01/2017,POSITIVO
C.S.CONFISCO,1,04/01/2017,11/01/2017,NEGATIVO
C.S.CONFISCO,1,04/01/2017,11/01/2017,POSITIVO
C.S.CONFISCO,1,04/01/2017,11/01/2017,POSITIVO
C.S.CONFISCO,1,04/01/2017,11/01/2017,POSITIVO
C.S.CONFISCO,1,04/01/2017,11/01/2017,POSITIVO
